fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,July,02,ANDHRA PRADESH,0210,CHITTOOR,2940884,272.200575451211,28,905,6108.961320886,2561,0,55217,2413341,671905,110482,75865,13543,545.27329,13223.362700486,84419,122845,209727,388538,210,276295,495825,57778,6569.12808960001,1508081,63,62.41,84.15,100,NA
2025-2026,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5660945,281.476848308084,39,3158,4640.868381315,465,3,44549,7567437,559646,35047,235079,16973,200.84212,26142.2936666148,189507,265905,238680,393629,722,293181,463740,45014,21300.5831652998,5236518,55,19.98,93.54,100,NA
2025-2026,July,02,ANDHRA PRADESH,0218,NTR,2266753,292.934772496741,27,1742,4023.711595381,21,2,32288,3430764,1230343,124484,269248,24231,165.64319,14239.2555036811,122640,197342,178664,331571,249,217462,393752,32309,10049.9007183001,2081527,30,76.9,93.46,100,NA
2025-2026,July,02,ANDHRA PRADESH,0224,TIRUPATI,3786749,279.989378353368,29,1605,5894.734288592,2547,9,41780,3555380,1391240,150256,263562,32258,333.09648,16182.517128692,118961,166752,217860,389541,841,275229,476191,44327,9954.68636009998,2338740,43,27.74,95.62,100,NA
2025-2026,July,02,ANDHRA PRADESH,0226,KAKINADA,3498428,281.300574549288,28,2755,8588.72089570999,1973,0,32911,3965665,1120827,93173,74361,8728,252.80041,19996.95973541,137563,188436,205978,353142,113,297147,487067,34884,11155.4384297,2044791,44,52.35,86.12,100,NA
2025-2026,July,02,ANDHRA PRADESH,0208,PRAKASAM,6162035,251.39442891187,32,3696,6477.864174266,304,3,54776,9026050,1965759,200642,260089,22370,589.77979,29758.6308150658,279835,481173,378888,730950,416,457712,849620,55080,22690.9868507998,5099074,32,27,89.83,100,NA
2025-2026,July,02,ANDHRA PRADESH,0221,NANDYAL,3404104,261.15539379191,31,1617,3587.533085429,764,1,50953,4664913,1268364,113479,210494,14091,371.50712,16141.712120629,148769,245346,214725,415646,353,275280,516641,51717,12182.6719152,2791854,34,73.67,96,100,NA
2025-2026,July,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,3591201,277.271766918646,32,2280,5126.668134458,423,2,45283,3772228,502541,65098,214238,25198,346.09736,15932.0887222579,115168,196016,215391,410261,404,284511,528335,45706,10459.3232277999,2040646,57,41.48,88.11,100,NA
2025-2026,July,02,ANDHRA PRADESH,0226,KAKINADA,3498428,281.57318807719,28,2755,8588.72089570999,1971,0,32802,3958731,1118763,93167,74292,8727,252.80041,19988.24638981,137484,188331,205969,353119,108,297123,487002,34773,11146.7250841,2040587,44,52.34,86.15,100,NA
2025-2026,July,02,ANDHRA PRADESH,0206,KRISHNA,2773732,281.368754897144,37,1968,4092.948975715,179,0,50792,5222685,1929239,122457,75355,5824,407.80442,19195.7571524149,138001,235634,182568,337130,3018,223629,396139,50971,14695.0037566999,2809969,18,86.43,93.01,100,NA
2025-2026,July,02,ANDHRA PRADESH,0211,Y.S.R,4080498,272.390002071549,42,1909,4338.2856947,276,4,47024,5614158,1048452,78664,69847,5398,646.29878,20276.9895672,131481,206041,188799,354653,2481,247366,456135,47300,15292.4050925,3605913,36,40.1,96.48,100,NA
2025-2026,July,02,ANDHRA PRADESH,0212,ANANTAPUR,5442361,279.183067379315,36,2854,5861.609638454,409,1,58695,5737859,931205,95696,224381,17988,665.12537,22545.8657665541,155356,262532,258811,489280,1277,326474,608821,59104,16019.1307581001,3194490,48,47.18,91.09,100.01,NA
2025-2026,July,02,ANDHRA PRADESH,0217,ELURU,5861794,278.252269129847,37,3015,4312.102564118,803,4,48413,8499236,2804166,205688,909678,54173,274.54986,28235.9694528188,227888,363908,320374,598055,1913,384075,694703,49216,23649.3170287008,4967163,39,38.8,93.85,100,NA
2025-2026,July,02,ANDHRA PRADESH,0223,ANNAMAYYA,3488638,272.962885430401,35,1081,3053.775020527,380,2,45905,3936210,748030,68151,150428,12919,354.82596,14152.993373127,111770,164128,201759,350684,408,255886,433273,46285,10744.3923926,2303374,55,64.24,90.65,100,NA
2025-2026,July,02,ANDHRA PRADESH,0226,KAKINADA,3498428,281.319708557333,29,2758,8588.72089570999,1984,0,32953,3995194,1129517,93180,74610,8729,252.80041,20080.78942281,137719,188685,206010,353197,129,297176,487133,34937,11239.2681171001,2055994,44,52.61,86.11,100,NA
2025-2026,July,02,ANDHRA PRADESH,0210,CHITTOOR,2940884,271.8748834176,28,897,6102.773590054,1538,0,55986,2342206,654713,110463,73538,13537,545.27329,13015.916711954,83469,121271,209626,388340,193,276261,495769,57524,6367.86983190003,1464356,62,62.28,84.16,100,NA
2025-2026,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5660945,281.155183617127,39,3155,4059.030935252,461,3,44358,7457910,552067,35039,228834,16962,200.48838,25227.8198697521,189146,265208,238611,393518,625,293133,463653,44819,20968.3005545001,5160105,55,19.91,93.55,100,NA
2025-2026,July,02,ANDHRA PRADESH,0218,NTR,2266753,293.016191843101,27,1742,4023.711595381,21,2,32254,3421348,1228526,124477,268825,24227,127.79268,14176.6078946811,122550,197171,178656,331551,243,217435,393701,32275,10025.1036193001,2075831,30,76.87,93.45,100,NA
2025-2026,July,02,ANDHRA PRADESH,0220,PALNADU,2889494,277.396730515233,27,1979,4473.15770227,457,4,46331,5240786,1083336,123419,486074,45376,288.19054,19299.11725957,188275,316816,274495,494872,815,353769,611582,46788,14537.7690173,2791601,24,82.07,93.71,100,NA
2025-2026,July,02,ANDHRA PRADESH,0223,ANNAMAYYA,3488638,273.018216596849,34,1070,3033.831835302,223,2,45756,3771800,719644,68109,142945,12903,353.94916,13685.482088902,110413,161910,201546,350267,325,255733,432949,45979,10297.7010936,2205867,55,64.11,90.41,100,NA
2025-2026,July,02,ANDHRA PRADESH,0205,WEST GODAVARI,2053642,283.506624399477,31,1163,1467.147035824,1322,0,29710,2831511,805905,64656,22258,1907,239.12742,9733.79571142388,90629,127933,137583,237776,608,187652,309464,31032,8027.52125559988,1621465,36,87.64,91.11,100,NA
2025-2026,July,02,ANDHRA PRADESH,0204,EAST GODAVARI,2375101,276.114789546428,36,1581,3123.527469582,1691,0,25098,2825255,1044138,72420,60294,3337,219.87229,11144.3466569819,77513,99538,126240,201573,314,170286,262631,26789,7800.94689739992,1588909,45,45.65,89.95,100,NA
2025-2026,July,02,ANDHRA PRADESH,0213,KURNOOL,3495353,267.843971380961,27,2017,3615.443463829,391,4,55686,4611406,859917,109066,86964,7889,501.3384,16468.1548307289,165413,280742,267326,526501,256,346529,662103,56077,12351.3729668999,2535876,37,74.12,93.58,100,NA
2025-2026,July,02,ANDHRA PRADESH,0217,ELURU,5861794,277.784292441824,37,3015,4312.102564118,803,4,48448,8538690,2815274,205695,915632,54188,274.54986,28305.7920244188,228058,364240,320401,598100,1976,384121,694781,49251,23719.1396003008,4990981,39,38.8,93.86,100,NA
2025-2026,July,02,ANDHRA PRADESH,0221,NANDYAL,3404104,260.884448149287,32,1626,3587.533085429,838,1,51063,4786530,1302285,113535,216246,14107,371.68745,16446.5329114291,149427,246669,214873,415926,433,275346,516776,51901,12487.3123760001,2868972,34,73.33,95.45,100,NA
2025-2026,July,02,ANDHRA PRADESH,0224,TIRUPATI,3786749,282.021619121745,31,1647,5894.734288592,2630,9,41866,3797917,1483592,150302,280830,32265,333.09648,16938.777784892,121152,170504,217915,389680,1136,275115,476057,44496,10710.9470163,2498638,43,27.51,95.63,100,NA
2025-2026,July,02,ANDHRA PRADESH,0226,KAKINADA,3498428,281.452116201956,29,2760,8593.17823690999,1984,0,32978,4013960,1136589,93188,75163,8729,252.80041,20143.35401041,137846,188866,206032,353229,151,297191,487161,34962,11297.3753635,2064565,44,52.69,86.08,100,NA
2025-2026,July,02,ANDHRA PRADESH,0205,WEST GODAVARI,2053642,283.212085584304,31,1165,1472.783112324,2124,0,28988,2898008,823858,64678,22928,1907,239.12742,9919.41942952397,90886,128314,137627,237871,808,187735,309634,31112,8207.50889719997,1658819,36,87.43,90.87,100,NA
2025-2026,July,02,ANDHRA PRADESH,0208,PRAKASAM,6162035,250.788094213458,33,3723,6509.911694266,613,3,54874,9424046,2056843,200774,270643,22408,589.77979,30734.0768454656,282979,486893,379187,731495,577,457754,849711,55487,23634.3853611996,5333640,32,27.39,89.93,100,NA
2025-2026,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5660945,282.235485189591,40,3166,4676.855793615,1105,3,44237,7752454,573681,35060,243494,16957,228.07467,26785.1066246149,190127,267054,238756,393728,879,293230,463822,45342,21880.1761609999,5366650,55,20.02,93.33,100,NA
2025-2026,July,02,ANDHRA PRADESH,0216,KONASEEMA,2480173,297.43380060866,37,2371,3639.398684096,2411,0,29004,4319345,2110265,118150,37606,2386,244.15913,16730.7498089961,114648,158467,154333,256594,920,237161,367124,31415,12847.1919949001,2781697,33,89.23,93.25,100,NA
2025-2026,July,02,ANDHRA PRADESH,0223,ANNAMAYYA,3488638,272.96495406345,35,1106,3055.575908867,1276,2,45241,4030233,762338,68179,154437,12921,354.82596,14411.525525967,112727,165591,201864,350891,518,255951,433421,46517,11001.1236571,2358068,55,64.38,90.76,100,NA
2025-2026,July,02,ANDHRA PRADESH,0201,SRIKAKULAM,10452016,236.287404295133,42,5911,9240.916422764,3070,0,64097,13335738,1147351,60020,769692,40176,821.93264,41573.5182265636,313215,440185,381088,673503,2215,444342,757790,67167,31510.6691637996,9588223,49,22.93,94.06,100,NA
2025-2026,July,02,ANDHRA PRADESH,0205,WEST GODAVARI,2053642,283.212131973431,31,1166,1472.783112324,2248,0,28874,2909722,826809,64681,23017,1907,239.12742,9952.59624302397,90941,128389,137636,237886,833,187746,309662,31122,8240.68571069997,1665549,36,87.41,90.88,100,NA
2025-2026,July,02,ANDHRA PRADESH,0208,PRAKASAM,6162035,250.563023763627,33,3726,6520.727460366,725,3,54902,9500779,2079113,200818,271350,22407,589.77979,30915.9463938656,283560,487861,379253,731584,657,457761,849703,55627,23805.4391434996,5380703,32,27.56,89.95,100,NA
2025-2026,July,02,ANDHRA PRADESH,0223,ANNAMAYYA,3488638,272.521035016683,35,1117,3074.895719511,1559,2,45113,4086852,771851,68198,157837,12911,355.15013,14567.577219511,113632,166958,201929,350970,552,255948,433369,46672,11137.53137,2391519,55,64.43,90.86,100,NA
2025-2026,July,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,5625831,261.280668796638,47,3601,4463.71515359301,3726,0,58538,8038961,931265,45671,3110621,140157,295.47694,25763.4431586939,169819,280237,195283,378636,5607,217434,411039,62264,21004.2510651009,4790657,77,43.21,91.93,100,NA
2025-2026,July,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,840146,273.570329074971,47,205,706.327450626,364,0,5681,1172590,88433,4347,8245,487,113.61871,4027.8044823262,24903,33794,31833,50958,213,37013,57237,6045,3207.8583217002,867259,53,4.96,97.87,100,NA
2025-2026,July,02,ANDHRA PRADESH,0205,WEST GODAVARI,2053642,283.17117063309,32,1178,1472.783112324,2260,0,28864,2917447,828860,64682,23095,1907,239.12742,9973.27935482397,90991,128471,137640,237891,851,187751,309671,31124,8261.36882249997,1669549,36,87.41,90.87,100,NA
2025-2026,July,02,ANDHRA PRADESH,0206,KRISHNA,2773732,281.307157910247,38,1973,4183.642835697,1418,0,49722,5313284,1953329,122461,76864,5829,407.80442,19538.0954677969,138370,236354,182606,337162,3356,223637,396148,51140,14946.6482120999,2857498,19,86.02,92.48,100,NA
2025-2026,July,02,ANDHRA PRADESH,0207,GUNTUR,1361444,253.604548062202,30,470,1647.18227932,380,21,24509,1705467,696079,70908,48590,5697,225.9824,6198.30655702,56428,89582,91062,159662,192,138263,232010,24889,4325.1418777,987638,33,94.62,96.43,100,NA
2025-2026,July,02,ANDHRA PRADESH,0216,KONASEEMA,2480173,297.933146236787,38,2371,3643.503684096,3641,0,27849,4364538,2130248,118156,37948,2386,244.15913,16891.0681961961,114751,158615,154349,256612,999,237205,367182,31490,13003.4053821001,2812466,33,89.31,93.29,100,NA
2025-2026,July,02,ANDHRA PRADESH,0219,BAPATLA,3603589,275.336617536371,30,1938,2843.73043064,3700,1,47117,4877235,1600139,140371,181620,15406,212.78666,16485.33096894,161591,275140,216040,402336,685,275323,487364,50817,13428.8138783,2633400,19,79.17,93.96,100,NA
2025-2026,July,02,ANDHRA PRADESH,0207,GUNTUR,1361444,252.402834362019,30,469,1627.14383932,229,21,24644,1694720,691943,70908,48316,5697,225.63304,6130.29819382,56383,89490,91058,159655,188,138255,231998,24873,4277.5213145,981281,33,94.6,96.42,100,NA
2025-2026,July,02,ANDHRA PRADESH,0223,ANNAMAYYA,3488638,272.396391083731,35,1108,3072.208000867,1387,2,45207,4054835,766456,68190,156116,12915,355.15013,14472.582335267,113163,166221,201886,350904,537,255952,433385,46594,11045.2242044,2372507,55,64.44,90.8,100,NA
2025-2026,July,02,ANDHRA PRADESH,0201,SRIKAKULAM,10452016,236.321059896833,42,5919,9259.844926819,4745,0,63754,13409673,1152553,60008,781087,40167,999.74846,41949.4747491184,313694,441053,381119,673422,2361,444211,757458,68499,31689.8813622994,9641372,50,23.16,93.44,100,NA
2025-2026,July,02,ANDHRA PRADESH,0204,EAST GODAVARI,2375101,275.66074051599,37,1585,3153.796453007,4827,0,21974,2888837,1070311,72389,61052,3338,281.3427,11398.5286195069,77880,100097,126283,201588,398,170314,262643,26801,7963.38946649992,1622642,45,45.87,89.23,100,NA
2025-2026,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5660945,282.574436786981,42,3187,4920.976138815,2467,3,43559,8079705,603305,35062,255354,16949,407.982,28160.1390366145,191041,268748,238892,393652,1412,292742,462803,46026,22831.1808977995,5598885,55,20.4,93.4,100,NA
2025-2026,July,02,ANDHRA PRADESH,0216,KONASEEMA,2480173,297.620558135029,38,2373,3495.563022226,4362,0,27325,4415634,2153674,118173,38429,2386,291.49555,16928.8931282261,114910,158846,154370,256653,1201,237270,367270,31687,13141.8345560001,2845845,33,89.36,93.29,100,NA
2025-2026,July,02,ANDHRA PRADESH,0221,NANDYAL,3404104,260.730960575484,32,1628,3642.930340129,2890,1,47918,4897866,1331051,113585,220957,14112,441.52493,16854.708339629,149940,247650,214975,416124,574,275510,517120,50808,12770.2530695,2940710,36,73.51,94.95,100,NA
2025-2026,July,02,ANDHRA PRADESH,0223,ANNAMAYYA,3488638,271.789202002274,36,1133,2968.540817493,4264,2,43031,4268546,802438,67861,164907,12831,417.02042,14987.008347993,115436,169657,202005,349084,768,253629,426769,47295,11601.4471105,2498035,55,64.54,90.98,100,NA
2025-2026,July,02,ANDHRA PRADESH,0213,KURNOOL,3495353,268.564017548086,28,2040,3652.935528879,2470,4,53247,4684499,870679,109071,89589,7892,499.68817,16733.5024152789,165856,281607,267270,526601,339,346458,662215,55717,12580.8787163999,2575228,38,73.98,93.27,100,NA
2025-2026,July,02,ANDHRA PRADESH,0219,BAPATLA,3603589,275.143273691249,30,1940,2844.86672064,3935,1,46903,4889221,1603626,140375,181972,15404,212.78666,16510.01609804,161653,275270,216036,402341,698,275336,487398,50838,13452.3627174,2640191,19,79.19,93.97,100,NA
2025-2026,July,02,ANDHRA PRADESH,0220,PALNADU,2889494,276.30800073041,29,2012,4752.226296525,1457,4,45979,5635218,1159793,123589,517782,45449,289.28625,20612.0707391252,191572,322675,275159,496045,1660,354191,612361,47436,15570.5581926002,3005399,23,81.34,92.72,100,NA
2025-2026,July,02,ANDHRA PRADESH,0201,SRIKAKULAM,10452016,236.328763226365,42,5919,9259.844926819,4598,0,63827,13402582,1152158,60010,779132,40175,999.74846,41933.7496678184,313634,440972,381120,673453,2344,444227,757511,68425,31674.1562809994,9636448,50,23.17,93.68,100,NA
2025-2026,July,02,ANDHRA PRADESH,0208,PRAKASAM,6162035,251.024651943452,34,3749,6488.054709866,975,3,54899,9711425,2122422,200891,275404,22423,873.59572,31739.7212348654,285226,490761,379443,731919,844,457784,849741,55874,24378.0708049994,5503349,33,28,89.75,100,NA
2025-2026,July,02,ANDHRA PRADESH,0210,CHITTOOR,2940884,272.211070459996,31,955,5509.086906321,6593,0,52550,2748510,749323,110591,86507,13553,671.47479,13662.310189021,88546,129780,210200,389406,360,276458,496117,59143,7481.74849270003,1712861,63,63.28,84.43,100,NA
2025-2026,July,02,ANDHRA PRADESH,0213,KURNOOL,3495353,267.423331111504,28,2047,3631.752349889,2818,4,52277,4727341,878662,109096,90506,7895,602.46384,16876.2289650889,166268,282368,267350,526746,462,346498,662297,55095,12642.0127751999,2598422,39,74.05,93.19,100,NA
2025-2026,July,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,7350488,287.972613905753,42,4027,4889.239008541,1118,1,87043,8139738,154111,9930,7480889,421547,480.94504,28810.4003322209,191918,332923,234342,460499,8829,258050,495330,88161,23440.2162836799,4275305,84,67.55,81.46,100,NA
2025-2026,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5660945,282.552113100648,42,3184,4856.701193615,2353,3,43623,8051041,599629,35064,254494,16949,390.84812,27995.9357857145,190978,268630,238876,393637,1367,292734,462799,45976,22748.3864720995,5577596,55,20.32,93.4,100,NA
2025-2026,July,02,ANDHRA PRADESH,0219,BAPATLA,3603589,274.53120756254,30,1943,2849.59262584,4622,1,45113,4947015,1618071,140394,183218,15409,308.32646,16739.01910364,162266,276336,216077,402419,813,275352,487438,49735,13581.1000178,2672491,20,79.07,93.82,100,NA
2025-2026,July,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,3591201,274.60803677752,36,2395,5033.559384431,2829,2,44396,4416774,583627,65036,254526,25211,460.81634,17623.192094731,121893,208403,216176,410822,946,283792,525836,47225,12128.8163703,2387956,57,41.96,88.31,100,NA
2025-2026,July,02,ANDHRA PRADESH,0226,KAKINADA,3498428,281.158335946409,29,2774,9315.79272826499,2754,0,32494,4152835,1178491,93260,78149,8747,304.42515,21296.259658865,138663,190065,206219,353605,223,297453,487671,35248,11676.0417806,2119163,44,53.36,85.61,100,NA
2025-2026,July,02,ANDHRA PRADESH,0204,EAST GODAVARI,2375101,275.533130032461,37,1584,3158.702556382,4736,0,22033,2879181,1066811,72382,60821,3337,258.16968,11349.9697649819,77804,99991,126269,201575,394,170287,262609,26769,7933.09752859992,1617652,45,45.74,89.22,100,NA
2025-2026,July,02,ANDHRA PRADESH,0205,WEST GODAVARI,2053642,283.19888712686,32,1178,1474.070362324,2427,0,28672,2932859,833058,64679,23378,1907,246.77488,10026.6692913239,91045,128547,137647,237901,895,187776,309718,31099,8305.82404899994,1678354,36,87.41,90.87,100,NA
2025-2026,July,02,ANDHRA PRADESH,0208,PRAKASAM,6162035,251.107800640675,33,3748,6522.236990366,951,3,54875,9679387,2117047,200883,274823,22419,592.91784,31420.8506415654,284956,490277,379425,731885,827,457784,849740,55826,24305.6958111994,5485218,33,27.96,89.77,100,NA
2025-2026,July,02,ANDHRA PRADESH,0211,Y.S.R,4080498,272.244746173131,44,1925,4342.3659747,1523,3,45804,5861653,1097555,78708,72392,5405,739.85415,21040.2624560997,132682,208260,189019,355074,3260,247518,456465,47327,15958.0423313997,3776535,37,40.47,96.08,100,NA
2025-2026,July,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,3591201,274.509303831625,35,2386,5184.891444583,2822,2,44357,4357940,576270,65035,250691,25217,397.86421,17545.7064099829,121439,207566,216126,410747,910,283857,525979,47179,11962.9507553999,2356380,57,41.82,88.22,100,NA
2025-2026,July,02,ANDHRA PRADESH,0202,VIZIANAGARAM,10494611,213.269821388803,38,6300,5542.037707454,3347,1,50555,10521793,1163086,73288,258569,17807,409.92148,28391.7683254536,276531,395378,345968,634284,748,389033,694885,53902,22439.8091379996,7475758,44,7.56,90.25,100,NA
2025-2026,July,02,ANDHRA PRADESH,0211,Y.S.R,4080498,272.247866109873,43,1922,4338.3194947,1473,3,45862,5832723,1092339,78701,72169,5405,647.94123,20865.7246282997,132577,208069,188994,355034,3132,247513,456455,47335,15879.4639035997,3755824,36,40.46,96.1,100,NA
2025-2026,July,02,ANDHRA PRADESH,0223,ANNAMAYYA,3488638,272.531668378339,36,1128,3088.931306718,2723,2,44412,4176229,787642,67964,160800,12880,367.77821,14838.256085718,114471,168237,201972,349801,634,254632,429458,47135,11381.546569,2443355,55,64.42,90.9,100,NA
2025-2026,July,02,ANDHRA PRADESH,0224,TIRUPATI,3786749,280.012059045172,33,1668,5914.57120883199,4141,9,40320,4109735,1604158,150380,304040,32324,337.04584,17759.3706436321,123891,174946,218109,390049,1719,275212,476282,44461,11507.7535948001,2706091,44,27.42,95.77,100,NA
2025-2026,July,02,ANDHRA PRADESH,0201,SRIKAKULAM,10452016,236.330498537544,42,5920,9265.05851361899,4883,0,85891,13420614,1153292,60007,782058,40167,1003.83628,41985.8987666184,313733,441127,381122,673412,2387,444215,757449,90774,31717.0039729994,9648590,57,23.2,93.39,100,NA
